2023-10-23, 8.19, 79
2023-10-22, 8.85, 93
2023-10-21, 11.55, 96
2023-10-20, 12.05, 94.5
2023-10-19, 13.75, 98
2023-10-18, 12.25, 96.5
2023-10-17, 10.3, 91
2023-10-16, 14.3, 87.5
2023-10-15, 15.89, 79
2023-10-14, 15.75, 81
2023-10-13, 12.1, 79
2023-10-12, 11.45, 86.5
2023-10-11, 12.8, 82
2023-10-10, 13.85, 83.5
